Unnamed: 0,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,erase,0.315622687,0.745855689,-1.28E-05,0.348651946,0.747547925,-0.024670361,0.382777214,0.709445119,-0.035362698,0.384575367,0.658282697,-0.043773122,0.367712557,0.640560865,-0.047339849,0.377120018,0.64637506,-0.022178227,0.384411603,0.637965083,-0.059292033,0.392445952,0.596073151,-0.054431543,0.375025332,0.663176596,-0.052049324,0.354981422,0.63588804,-0.021359527,0.357101381,0.649417162,-0.07068532,0.366948992,0.58950156,-0.070772484,0.349874318,0.67030251,-0.055624001,0.332263172,0.632039607,-0.025484005,0.336173177,0.65228492,-0.063653402,0.342176914,0.594033957,-0.068024024,0.329129845,0.668286324,-0.051403526,0.307575613,0.63109988,-0.030928144,0.316349089,0.640512645,-0.05691544,0.317507267,0.598686457,-0.057183124,0.31039536,0.654074073,-0.050240006
0,erase,0.315090328,0.753810167,-4.24E-05,0.349906296,0.752423048,-0.019231036,0.383993536,0.713947415,-0.031363491,0.388163149,0.66522032,-0.04374823,0.371096462,0.639204264,-0.052538279,0.379588872,0.646651864,-0.006763793,0.39027527,0.635926068,-0.056455374,0.398700118,0.597918808,-0.043015391,0.377723008,0.662021577,-0.053369045,0.357085049,0.632551312,-0.009413452,0.361658514,0.64775157,-0.06507013,0.372045547,0.587508976,-0.057106417,0.351558268,0.670381367,-0.0565378,0.332739741,0.627077937,-0.018049773,0.340478688,0.651316404,-0.05929777,0.347284853,0.588471353,-0.059240684,0.330841929,0.67271018,-0.048751585,0.304274112,0.62708652,-0.027793573,0.318635136,0.640992522,-0.054396905,0.319893897,0.595136583,-0.054632463,0.310957491,0.658276796,-0.047717676
0,erase,0.317002177,0.767439127,-5.88E-05,0.355749071,0.761054337,-0.013451322,0.389321297,0.720074236,-0.021537744,0.393933266,0.670887947,-0.030566443,0.375404358,0.648297429,-0.035958987,0.38217935,0.655211568,0.000896787,0.395743757,0.637577295,-0.038923636,0.402555615,0.597958446,-0.029719291,0.3838256,0.664711297,-0.033523403,0.360096574,0.642650664,-0.002158829,0.364667803,0.650066793,-0.054658934,0.374414772,0.59076196,-0.046563938,0.355413616,0.66893065,-0.047157317,0.336630642,0.637063682,-0.009914747,0.342534125,0.654076517,-0.045863416,0.348775983,0.593147159,-0.046301968,0.333791077,0.671760917,-0.0364547,0.309115678,0.63513124,-0.018715844,0.320504606,0.64341104,-0.038874511,0.323035449,0.59816891,-0.039811246,0.312368244,0.659557223,-0.031878993
0,erase,0.319784343,0.782324493,-6.13E-05,0.360353142,0.772283614,-0.018752381,0.395010561,0.72483325,-0.029047631,0.394902647,0.666205227,-0.038587525,0.371760011,0.638107836,-0.044296823,0.388701379,0.662778616,-0.011801685,0.400232583,0.647404552,-0.057076301,0.409015268,0.603326559,-0.047900006,0.387573332,0.677218974,-0.05034719,0.364527047,0.649570525,-0.01430318,0.367035538,0.663343012,-0.070187673,0.377452493,0.596949577,-0.06369029,0.357207149,0.69021219,-0.060691457,0.339309961,0.643657923,-0.021891898,0.344505459,0.667642713,-0.061190899,0.350496769,0.599097252,-0.063635297,0.335353643,0.694134593,-0.049907647,0.309911877,0.642420292,-0.03071955,0.322632462,0.651069582,-0.056083675,0.324207902,0.600314081,-0.05707686,0.314323664,0.675096989,-0.048653942
0,erase,0.322574675,0.795681059,-5.14E-05,0.364882648,0.782981038,-0.016688101,0.400347292,0.734143913,-0.027361248,0.403022349,0.674013376,-0.039681781,0.382633954,0.646206439,-0.048343003,0.390636861,0.666498244,-0.000962562,0.402635336,0.651528537,-0.054062922,0.410427004,0.605039716,-0.041600775,0.390226662,0.679166317,-0.048904266,0.366243452,0.654872775,-0.006617115,0.370047331,0.673868716,-0.066761293,0.380803674,0.600088775,-0.061878797,0.359724015,0.692504406,-0.052640088,0.340697706,0.649922729,-0.018365782,0.347402185,0.677040875,-0.062243152,0.35379371,0.60097003,-0.065977581,0.337032109,0.696154237,-0.0466814,0.310626805,0.648721695,-0.031938862,0.325431049,0.660693705,-0.058290064,0.327047497,0.606687903,-0.060501616,0.314874738,0.677771389,-0.048577931
0,erase,0.324620277,0.807783604,-6.10E-05,0.368278593,0.796127856,-0.016738174,0.406012237,0.744386315,-0.029398175,0.405406803,0.683550715,-0.043915514,0.375892669,0.665871203,-0.05477554,0.396166682,0.67146486,-0.00210922,0.407129496,0.6616202,-0.044302899,0.416836411,0.609986484,-0.038786642,0.393560499,0.689267457,-0.032586172,0.370845526,0.658413708,-0.007418882,0.374576598,0.678945482,-0.065909646,0.385681748,0.603292167,-0.062907107,0.36310491,0.701637506,-0.049762011,0.344277412,0.652844787,-0.018765636,0.352309912,0.681656182,-0.063990504,0.358214408,0.604656279,-0.066328287,0.340905845,0.703829825,-0.049620368,0.312995732,0.652040482,-0.031119319,0.329047531,0.667038739,-0.057027731,0.33034578,0.612256467,-0.058076449,0.318188936,0.68556726,-0.048451904
0,erase,0.326455712,0.820118666,-6.12E-05,0.372691423,0.805122793,-0.011306658,0.410981804,0.747802258,-0.016243758,0.410874784,0.688609302,-0.023373729,0.383785456,0.671733022,-0.027462371,0.398699224,0.675833523,0.004862743,0.411616653,0.664579451,-0.039455526,0.419705927,0.612759173,-0.030903559,0.397144705,0.695627868,-0.031850431,0.372864276,0.664926648,-0.001015548,0.376939833,0.685275316,-0.058235712,0.387046576,0.607943714,-0.05385391,0.364887297,0.708766341,-0.044407073,0.345939159,0.660850704,-0.012284884,0.353207469,0.689594209,-0.054847024,0.358870894,0.611015558,-0.057864178,0.3413257,0.712087631,-0.0403555,0.314357251,0.661329687,-0.024421876,0.329731405,0.677047491,-0.047735903,0.331218153,0.620144784,-0.050712321,0.318425804,0.695312083,-0.037816454
0,erase,0.326046288,0.830970287,-6.32E-05,0.372175276,0.813448191,-0.013494155,0.411784589,0.75986892,-0.025327394,0.416997969,0.701730072,-0.040295046,0.389999986,0.684669852,-0.051327489,0.401233017,0.679073215,-0.000898522,0.413369656,0.671018064,-0.045684658,0.422308505,0.6176126,-0.038180504,0.39953658,0.699757278,-0.036855232,0.375137985,0.66854614,-0.007877208,0.378623158,0.691718698,-0.063776262,0.38943097,0.611993372,-0.062546752,0.36756143,0.711503565,-0.047277957,0.347824574,0.665332794,-0.020565327,0.355087996,0.695172787,-0.062967137,0.360369444,0.615099907,-0.068071499,0.344210774,0.713805735,-0.046606597,0.315764189,0.667453051,-0.034442216,0.331560612,0.68351692,-0.057571292,0.332267582,0.626733422,-0.060601149,0.32097733,0.698066652,-0.048116315
0,erase,0.326127321,0.836569309,-6.06E-05,0.376424134,0.814085007,-0.003345287,0.414223611,0.752785861,-0.005735327,0.41388166,0.69484359,-0.013793976,0.385561675,0.684928894,-0.019345485,0.400682181,0.677894831,0.010063871,0.414622903,0.673636138,-0.028803639,0.421892762,0.615838885,-0.023346946,0.399946123,0.705594242,-0.019803518,0.375069201,0.66982764,-9.62E-05,0.380312979,0.694492459,-0.054247197,0.390023947,0.614458561,-0.051810447,0.367795944,0.715661943,-0.039269157,0.348050743,0.666774094,-0.015629353,0.357620418,0.695625961,-0.056854386,0.362441301,0.61662513,-0.060780074,0.344841689,0.71493727,-0.042028982,0.316429585,0.668109417,-0.03118949,0.334531009,0.68528384,-0.053325448,0.334653795,0.628702819,-0.05555651,0.322524071,0.699891746,-0.044723265
0,erase,0.326170206,0.840711653,-6.04E-05,0.37706396,0.814023376,-0.001332401,0.413690418,0.753257573,-0.003409013,0.414258599,0.696519077,-0.012561431,0.388084978,0.68646735,-0.018539103,0.400838673,0.676465511,0.012164813,0.414633721,0.676432431,-0.025674205,0.422392607,0.616450906,-0.021429777,0.399532646,0.708870649,-0.016131151,0.375298321,0.668567419,3.09E-05,0.38044861,0.697916687,-0.055481292,0.390585184,0.61635834,-0.053417541,0.367704511,0.71802032,-0.039616186,0.348474979,0.665604115,-0.017929148,0.358714014,0.698746204,-0.05955223,0.363555431,0.618082702,-0.06462916,0.345609039,0.718251646,-0.043904196,0.317315131,0.667801261,-0.035680644,0.336249381,0.685831487,-0.057799514,0.335942835,0.629160225,-0.060453072,0.324331731,0.700591266,-0.049441371
